transaction_id,card_id,cardholder_id,amount,currency,merchant_id,merchant_name,merchant_category,entry_mode,card_type,card_network,latitude,longitude,country_code,device_fingerprint,ip_address,is_fraud,fraud_archetype,timestamp
TX_7589058F0FF1,CARD_100398,USR_50398,53.07,USD,M_SHL_04,Shell Gas & Convenience,GAS_STATION,CNP,DEBIT_STANDARD,VISA,47.5123,-122.3606,US,DEV_7906B9EF,192.168.87.106,0,LEGITIMATE,2026-07-08T22:27:44.556502+00:00
TX_B08DB658A869,CARD_100208,USR_50208,50.17,USD,M_SHL_04,Shell Gas & Convenience,GAS_STATION,E_COMMERCE,CREDIT_PLATINUM,AMEX,40.6207,-73.9838,US,DEV_54DEFEAE,192.168.54.243,0,LEGITIMATE,2026-07-08T22:30:04.556502+00:00
TX_BB005AB83800,CARD_100358,USR_50358,38.05,USD,M_SHL_04,Shell Gas & Convenience,GAS_STATION,CHIP,DEBIT_PREPAID,MASTERCARD,47.6936,-122.3089,US,DEV_6EF7FBE4,192.168.70.126,0,LEGITIMATE,2026-07-08T22:32:24.556502+00:00
TX_D50A575BD546,CARD_100238,USR_50238,59.98,USD,M_SHL_04,Shell Gas & Convenience,GAS_STATION,CHIP,CREDIT_INFINITE,DISCOVER,47.4984,-122.2161,US,DEV_6A4EE795,192.168.96.200,0,LEGITIMATE,2026-07-08T22:34:44.556502+00:00
TX_0FA949385120,CARD_100199,USR_50199,107.51,USD,M_WMT_02,Walmart Supercenter,GROCERY,CNP,DEBIT_PREPAID,VISA,25.6068,-80.0499,US,DEV_2E60A590,192.168.160.168,0,LEGITIMATE,2026-07-08T22:37:04.556502+00:00
TX_E1C3C7CC5DE8,CARD_100292,USR_50292,116.02,USD,M_WMT_02,Walmart Supercenter,GROCERY,CHIP,CREDIT_INFINITE,DISCOVER,33.3765,-112.2441,US,DEV_E7A34EDD,192.168.113.228,0,LEGITIMATE,2026-07-08T22:39:24.556502+00:00
TX_82291EEEE0EB,CARD_100488,USR_50488,6848.48,USD,M_RLX_08,Rolex Boutique Geneva,LUXURY_JEWELRY,CHIP,DEBIT_STANDARD,AMEX,40.6994,-73.9223,US,DEV_32933D26,192.168.90.176,0,LEGITIMATE,2026-07-08T22:41:44.556502+00:00
TX_21726A5E634B,CARD_100366,USR_50366,1148.08,USD,M_APPL_03,Apple Flagship Store,ELECTRONICS,E_COMMERCE,DEBIT_PREPAID,DISCOVER,47.6564,-122.26,US,DEV_520C8D61,192.168.43.110,0,LEGITIMATE,2026-07-08T22:44:04.556502+00:00
TX_967BB8560026,CARD_100248,USR_50248,26.83,USD,M_WMT_02,Walmart Supercenter,GROCERY,E_COMMERCE,DEBIT_STANDARD,AMEX,40.7745,-73.8429,US,DEV_B7D17D87,192.168.205.160,0,LEGITIMATE,2026-07-08T22:46:24.556502+00:00
TX_94991F46A10C,CARD_100060,USR_50060,1498.23,USD,M_APPL_03,Apple Flagship Store,ELECTRONICS,CHIP,CREDIT_PLATINUM,VISA,33.2733,-112.0518,US,DEV_F600531D,192.168.51.195,0,LEGITIMATE,2026-07-08T22:48:44.556502+00:00
TX_F9E8B3B63E1D,CARD_100202,USR_50202,58.52,USD,M_SHL_04,Shell Gas & Convenience,GAS_STATION,CHIP,DEBIT_PREPAID,VISA,41.885,-87.4874,US,DEV_92524DB2,192.168.223.99,0,LEGITIMATE,2026-07-08T22:51:04.556502+00:00
TX_893FD62599D7,CARD_100061,USR_50061,4419.28,USD,M_CRP_07,CryptoPay Gateway,CRYPTO_EXCHANGE,CNP,DEBIT_PREPAID,VISA,19.3133,-81.2546,KY,DEV_012E67B6,10.0.55.178,1,CRYPTO_VELOCITY,2026-07-08T22:53:24.556502+00:00
TX_B14F3A9D0251,CARD_100425,USR_50425,35.92,USD,M_STM_10,Steam Digital Gaming,DIGITAL_GOODS,CHIP,CREDIT_INFINITE,MASTERCARD,34.0399,-118.2967,US,DEV_F8EA7432,192.168.214.178,0,LEGITIMATE,2026-07-08T22:55:44.556502+00:00
TX_685FE75F3235,CARD_100435,USR_50435,582.71,USD,M_BLG_06,Bellagio Hotel & Casino,GAMBLING,CHIP,CREDIT_PLATINUM,VISA,29.7051,-95.3415,US,DEV_77B47A7D,192.168.149.60,0,LEGITIMATE,2026-07-08T22:58:04.556502+00:00
TX_4C089FBFAEB3,CARD_100186,USR_50186,554.93,USD,M_BLG_06,Bellagio Hotel & Casino,GAMBLING,CHIP,DEBIT_STANDARD,DISCOVER,41.9859,-87.9228,US,DEV_31893C17,192.168.81.133,0,LEGITIMATE,2026-07-08T23:00:24.556502+00:00
TX_99FD180F6E99,CARD_100145,USR_50145,501.43,USD,M_BLG_06,Bellagio Hotel & Casino,GAMBLING,CONTACTLESS,CREDIT_INFINITE,AMEX,34.0559,-118.3065,US,DEV_BF3D3BFF,192.168.84.115,0,LEGITIMATE,2026-07-08T23:02:44.556502+00:00
TX_803BAD95852D,CARD_100164,USR_50164,1712.26,USD,M_BLG_06,Bellagio Hotel & Casino,GAMBLING,CONTACTLESS,CREDIT_PLATINUM,DISCOVER,33.4018,-112.2448,US,DEV_E97AA422,192.168.231.151,0,LEGITIMATE,2026-07-08T23:05:04.556502+00:00
TX_73299A979C70,CARD_100112,USR_50112,508.66,USD,M_DLT_05,Delta Air Lines,TRAVEL_AIRLINE,CONTACTLESS,CREDIT_INFINITE,DISCOVER,40.7946,-74.0391,US,DEV_FF6D77DC,192.168.87.78,0,LEGITIMATE,2026-07-08T23:07:24.556502+00:00
TX_E10A4C5A1F19,CARD_100255,USR_50255,317.58,USD,M_CRP_07,CryptoPay Gateway,CRYPTO_EXCHANGE,CONTACTLESS,CREDIT_INFINITE,AMEX,25.6488,-80.3595,US,DEV_31B834AC,192.168.111.23,0,LEGITIMATE,2026-07-08T23:09:44.556502+00:00
TX_B4C80D771BB1,CARD_100240,USR_50240,11.21,USD,M_MCD_09,McDonald's Fast Food,RESTAURANT,CNP,CREDIT_INFINITE,DISCOVER,40.7116,-74.1191,US,DEV_3BF70A74,192.168.59.21,0,LEGITIMATE,2026-07-08T23:12:04.556502+00:00
TX_465990FE9C61,CARD_100176,USR_50176,52.88,USD,M_SHL_04,Shell Gas & Convenience,GAS_STATION,CNP,DEBIT_PREPAID,AMEX,40.7875,-73.8334,US,DEV_0D6600D0,192.168.114.172,0,LEGITIMATE,2026-07-08T23:14:24.556502+00:00
TX_F22CECF37309,CARD_100247,USR_50247,7924.15,USD,M_RLX_08,Rolex Boutique Geneva,LUXURY_JEWELRY,E_COMMERCE,DEBIT_STANDARD,MASTERCARD,25.7115,-80.21,US,DEV_247A0DF5,192.168.101.55,0,LEGITIMATE,2026-07-08T23:16:44.556502+00:00
TX_C65C68F4F25D,CARD_100403,USR_50403,1.5,USD,M_CRP_07,CryptoPay Gateway,CRYPTO_EXCHANGE,E_COMMERCE,DEBIT_PREPAID,DISCOVER,29.6264,-95.4474,US,DEV_8F9BB862,192.168.87.28,0,LEGITIMATE,2026-07-08T23:19:04.556502+00:00
TX_62751344C11E,CARD_100402,USR_50402,203.39,USD,M_DLT_05,Delta Air Lines,TRAVEL_AIRLINE,CHIP,CREDIT_STANDARD,DISCOVER,41.905,-87.718,US,DEV_A0A60EB9,192.168.66.247,0,LEGITIMATE,2026-07-08T23:21:24.556502+00:00
TX_88DB6CE55613,CARD_100106,USR_50106,5985.23,USD,M_RLX_08,Rolex Boutique Geneva,LUXURY_JEWELRY,E_COMMERCE,DEBIT_PREPAID,DISCOVER,41.89,-87.4869,US,DEV_74E2ABC9,192.168.230.55,0,LEGITIMATE,2026-07-08T23:23:44.556502+00:00
TX_E80B51A2326E,CARD_100301,USR_50301,10.96,USD,M_MCD_09,McDonald's Fast Food,RESTAURANT,CONTACTLESS,CREDIT_INFINITE,MASTERCARD,37.7172,-122.3538,US,DEV_75A711E8,192.168.10.46,0,LEGITIMATE,2026-07-08T23:26:04.556502+00:00
TX_9F32F297D066,CARD_100129,USR_50129,74.26,USD,M_WMT_02,Walmart Supercenter,GROCERY,CHIP,CREDIT_INFINITE,AMEX,34.12,-118.288,US,DEV_8924159C,192.168.41.206,0,LEGITIMATE,2026-07-08T23:28:24.556502+00:00
TX_11D2D1EF867E,CARD_100306,USR_50306,30.15,USD,M_STM_10,Steam Digital Gaming,DIGITAL_GOODS,CNP,DEBIT_PREPAID,AMEX,41.8992,-87.574,US,DEV_82BF35E8,192.168.129.101,0,LEGITIMATE,2026-07-08T23:30:44.556502+00:00
TX_C917ED6E90F1,CARD_100413,USR_50413,431.02,USD,M_DLT_05,Delta Air Lines,TRAVEL_AIRLINE,E_COMMERCE,DEBIT_PREPAID,VISA,37.9021,-122.4873,US,DEV_AEB44973,192.168.146.14,0,LEGITIMATE,2026-07-08T23:33:04.556502+00:00
TX_AB37BD8E8718,CARD_100411,USR_50411,746.87,USD,M_APPL_03,Apple Flagship Store,ELECTRONICS,CNP,DEBIT_PREPAID,VISA,29.6812,-95.2608,US,DEV_4DE96B6B,192.168.54.137,0,LEGITIMATE,2026-07-08T23:35:24.556502+00:00
TX_378B6032CE37,CARD_100326,USR_50326,2689.6,USD,M_CRP_07,CryptoPay Gateway,CRYPTO_EXCHANGE,CONTACTLESS,CREDIT_PLATINUM,AMEX,47.7317,-122.4342,US,DEV_83E9366E,192.168.89.134,0,LEGITIMATE,2026-07-08T23:37:44.556502+00:00
TX_2F8931D7E8AF,CARD_100150,USR_50150,39.14,USD,M_STM_10,Steam Digital Gaming,DIGITAL_GOODS,E_COMMERCE,CREDIT_INFINITE,VISA,47.4833,-122.4738,US,DEV_350C36BB,192.168.224.194,0,LEGITIMATE,2026-07-08T23:40:04.556502+00:00
TX_F0D64C3EE5E5,CARD_100011,USR_50011,14.57,USD,M_MCD_09,McDonald's Fast Food,RESTAURANT,CHIP,DEBIT_STANDARD,AMEX,29.8558,-95.3637,US,DEV_E7BEC38D,192.168.65.91,0,LEGITIMATE,2026-07-08T23:42:24.556502+00:00
TX_E08E636CF6C3,CARD_100288,USR_50288,16.96,USD,M_STM_10,Steam Digital Gaming,DIGITAL_GOODS,E_COMMERCE,CREDIT_STANDARD,MASTERCARD,40.6339,-73.9483,US,DEV_F2BB4741,192.168.157.64,0,LEGITIMATE,2026-07-08T23:44:44.556502+00:00
TX_3B68FFB06AA0,CARD_100425,USR_50425,26.1,USD,M_MCD_09,McDonald's Fast Food,RESTAURANT,E_COMMERCE,CREDIT_INFINITE,MASTERCARD,34.0428,-118.1593,US,DEV_F8EA7432,192.168.214.178,0,LEGITIMATE,2026-07-08T23:47:04.556502+00:00
TX_BBE0AD7A8164,CARD_100443,USR_50443,55.99,USD,M_STM_10,Steam Digital Gaming,DIGITAL_GOODS,E_COMMERCE,DEBIT_STANDARD,VISA,29.8279,-95.2746,US,DEV_D3223563,192.168.171.220,0,LEGITIMATE,2026-07-08T23:49:24.556502+00:00
TX_37A6A2F43459,CARD_100041,USR_50041,1.5,USD,M_STM_10,Steam Digital Gaming,DIGITAL_GOODS,CHIP,DEBIT_PREPAID,DISCOVER,34.0256,-118.3099,US,DEV_A728F125,192.168.219.252,0,LEGITIMATE,2026-07-08T23:51:44.556502+00:00
TX_F1390CBFEE7D,CARD_100057,USR_50057,300.27,USD,M_DLT_05,Delta Air Lines,TRAVEL_AIRLINE,CHIP,CREDIT_STANDARD,VISA,34.0397,-118.3425,US,DEV_600081B2,192.168.140.173,0,LEGITIMATE,2026-07-08T23:54:04.556502+00:00
TX_E8989E4A9484,CARD_100216,USR_50216,4022.23,USD,M_CRP_07,CryptoPay Gateway,CRYPTO_EXCHANGE,CNP,CREDIT_PLATINUM,AMEX,19.3133,-81.2546,KY,DEV_4CB2B133,10.0.237.69,1,CRYPTO_VELOCITY,2026-07-08T23:56:24.556502+00:00
TX_1DFAA70DDF17,CARD_100181,USR_50181,6.1,USD,M_STM_10,Steam Digital Gaming,DIGITAL_GOODS,CHIP,DEBIT_PREPAID,MASTERCARD,37.8241,-122.4485,US,DEV_A294255B,192.168.189.178,0,LEGITIMATE,2026-07-08T23:58:44.556502+00:00
TX_AECC24339979,CARD_100034,USR_50034,10.64,USD,M_MCD_09,McDonald's Fast Food,RESTAURANT,CONTACTLESS,DEBIT_STANDARD,AMEX,42.0081,-87.6149,US,DEV_FCF2B2FD,192.168.147.215,0,LEGITIMATE,2026-07-09T00:01:04.556502+00:00
TX_1A4630612EC2,CARD_100306,USR_50306,74.26,USD,M_WMT_02,Walmart Supercenter,GROCERY,E_COMMERCE,DEBIT_PREPAID,AMEX,41.8592,-87.5875,US,DEV_82BF35E8,192.168.129.101,0,LEGITIMATE,2026-07-09T00:03:24.556502+00:00
TX_3D22E37F0EBE,CARD_100176,USR_50176,54.48,USD,M_SHL_04,Shell Gas & Convenience,GAS_STATION,CNP,DEBIT_PREPAID,AMEX,40.7953,-74.0162,US,DEV_0D6600D0,192.168.114.172,0,LEGITIMATE,2026-07-09T00:05:44.556502+00:00
TX_19FD0723A0D6,CARD_100192,USR_50192,1674.81,USD,M_APPL_03,Apple Flagship Store,ELECTRONICS,CONTACTLESS,CREDIT_INFINITE,DISCOVER,40.9175,-74.0942,US,DEV_2AB0581C,192.168.76.54,0,LEGITIMATE,2026-07-09T00:08:04.556502+00:00
TX_E0296D2D0CB7,CARD_100243,USR_50243,228.59,USD,M_DLT_05,Delta Air Lines,TRAVEL_AIRLINE,CNP,DEBIT_STANDARD,MASTERCARD,29.723,-95.4809,US,DEV_10C8BDFB,192.168.238.57,0,LEGITIMATE,2026-07-09T00:10:24.556502+00:00
TX_D204BC5B7C07,CARD_100444,USR_50444,138.82,USD,M_WMT_02,Walmart Supercenter,GROCERY,E_COMMERCE,CREDIT_PLATINUM,VISA,33.3852,-112.0595,US,DEV_D29D18D7,192.168.113.27,0,LEGITIMATE,2026-07-09T00:12:44.556502+00:00
TX_59AC6CAF8D45,CARD_100130,USR_50130,71.75,USD,M_WMT_02,Walmart Supercenter,GROCERY,CONTACTLESS,CREDIT_PLATINUM,AMEX,42.0513,-87.5682,US,DEV_104C8015,192.168.23.63,0,LEGITIMATE,2026-07-09T00:15:04.556502+00:00
TX_E874075134F7,CARD_100100,USR_50100,1.5,USD,M_BLG_06,Bellagio Hotel & Casino,GAMBLING,CNP,CREDIT_INFINITE,MASTERCARD,33.4294,-112.164,US,DEV_0DC74B5C,192.168.242.155,0,LEGITIMATE,2026-07-09T00:17:24.556502+00:00
TX_850454D6EA37,CARD_100490,USR_50490,4957.58,USD,M_RLX_08,Rolex Boutique Geneva,LUXURY_JEWELRY,CNP,DEBIT_PREPAID,DISCOVER,41.9437,-87.5166,US,DEV_FD28ED9B,192.168.107.81,0,LEGITIMATE,2026-07-09T00:19:44.556502+00:00
TX_7738F4F8351A,CARD_100433,USR_50433,58.09,USD,M_STM_10,Steam Digital Gaming,DIGITAL_GOODS,CHIP,CREDIT_STANDARD,MASTERCARD,33.9396,-118.3165,US,DEV_9CE12616,192.168.155.27,0,LEGITIMATE,2026-07-09T00:22:04.556502+00:00
TX_1B69D2694C45,CARD_100041,USR_50041,118.23,USD,M_AMZN_01,Amazon Online Marketplace,E_COMMERCE,CONTACTLESS,DEBIT_PREPAID,DISCOVER,34.0312,-118.2376,US,DEV_A728F125,192.168.219.252,0,LEGITIMATE,2026-07-09T00:24:24.556502+00:00
TX_1E71B2466D2A,CARD_100351,USR_50351,1048.25,USD,M_APPL_03,Apple Flagship Store,ELECTRONICS,CONTACTLESS,DEBIT_STANDARD,DISCOVER,25.7528,-80.2777,US,DEV_86806D39,192.168.14.45,0,LEGITIMATE,2026-07-09T00:26:44.556502+00:00
TX_A87D54EEB6C3,CARD_100265,USR_50265,6.29,USD,M_MCD_09,McDonald's Fast Food,RESTAURANT,CNP,CREDIT_STANDARD,AMEX,33.9667,-118.2082,US,DEV_4D9AD822,192.168.162.98,0,LEGITIMATE,2026-07-09T00:29:04.556502+00:00
TX_0C18A49906BA,CARD_100379,USR_50379,7874.29,USD,M_RLX_08,Rolex Boutique Geneva,LUXURY_JEWELRY,CNP,DEBIT_PREPAID,VISA,29.9497,-95.2619,US,DEV_2F072A4D,192.168.162.131,0,LEGITIMATE,2026-07-09T00:31:24.556502+00:00
TX_53585D9A4E80,CARD_100202,USR_50202,49.49,USD,M_SHL_04,Shell Gas & Convenience,GAS_STATION,CNP,DEBIT_PREPAID,VISA,41.8582,-87.6054,US,DEV_92524DB2,192.168.223.99,0,LEGITIMATE,2026-07-09T00:33:44.556502+00:00
TX_E5F553D8FB1E,CARD_100350,USR_50350,1592.17,USD,M_APPL_03,Apple Flagship Store,ELECTRONICS,CNP,CREDIT_PLATINUM,DISCOVER,47.5936,-122.4043,US,DEV_C4B7A5BF,192.168.142.33,0,LEGITIMATE,2026-07-09T00:36:04.556502+00:00
TX_CC4A92DDDB74,CARD_100236,USR_50236,184.56,USD,M_WMT_02,Walmart Supercenter,GROCERY,CHIP,CREDIT_INFINITE,AMEX,33.6198,-111.9705,US,DEV_19461582,192.168.210.184,0,LEGITIMATE,2026-07-09T00:38:24.556502+00:00
TX_7C7BEB93859F,CARD_100233,USR_50233,59.47,USD,M_WMT_02,Walmart Supercenter,GROCERY,CHIP,DEBIT_PREPAID,AMEX,34.0473,-118.3411,US,DEV_73F95DC8,192.168.49.222,0,LEGITIMATE,2026-07-09T00:40:44.556502+00:00
TX_BE64B369435E,CARD_100489,USR_50489,2130.95,USD,M_CRP_07,CryptoPay Gateway,CRYPTO_EXCHANGE,CHIP,CREDIT_INFINITE,DISCOVER,33.9798,-118.2718,US,DEV_57A708C7,192.168.131.22,0,LEGITIMATE,2026-07-09T00:43:04.556502+00:00
TX_2C14D5A7C6F3,CARD_100328,USR_50328,19.37,USD,M_MCD_09,McDonald's Fast Food,RESTAURANT,E_COMMERCE,CREDIT_PLATINUM,DISCOVER,40.863,-73.9707,US,DEV_685D8C37,192.168.191.170,0,LEGITIMATE,2026-07-09T00:45:24.556502+00:00
TX_0D485222F69D,CARD_100103,USR_50103,1220.3,USD,M_APPL_03,Apple Flagship Store,ELECTRONICS,CONTACTLESS,DEBIT_STANDARD,DISCOVER,25.9303,-80.1734,US,DEV_F1AAFA35,192.168.81.249,0,LEGITIMATE,2026-07-09T00:47:44.556502+00:00
TX_F8C3A34C8A4A,CARD_100422,USR_50422,12.43,USD,M_MCD_09,McDonald's Fast Food,RESTAURANT,CHIP,CREDIT_INFINITE,MASTERCARD,47.5724,-122.203,US,DEV_CD1295CC,192.168.73.203,0,LEGITIMATE,2026-07-09T00:50:04.556502+00:00
TX_5EF8B5051781,CARD_100055,USR_50055,26.32,USD,M_STM_10,Steam Digital Gaming,DIGITAL_GOODS,E_COMMERCE,DEBIT_STANDARD,MASTERCARD,25.7219,-80.2925,US,DEV_8CC1B457,192.168.76.97,0,LEGITIMATE,2026-07-09T00:52:24.556502+00:00
TX_510D8D0C7335,CARD_100336,USR_50336,3687.82,USD,M_RLX_08,Rolex Boutique Geneva,LUXURY_JEWELRY,CONTACTLESS,DEBIT_PREPAID,VISA,40.7315,-74.0064,US,DEV_F56B8C3A,192.168.199.86,0,LEGITIMATE,2026-07-09T00:54:44.556502+00:00
TX_98D9F3F0CAEF,CARD_100010,USR_50010,21.79,USD,M_MCD_09,McDonald's Fast Food,RESTAURANT,CHIP,CREDIT_INFINITE,MASTERCARD,42.0297,-87.6283,US,DEV_4F30BCB2,192.168.201.184,0,LEGITIMATE,2026-07-09T00:57:04.556502+00:00
TX_EB0D473FC5BF,CARD_100192,USR_50192,40.46,USD,M_WMT_02,Walmart Supercenter,GROCERY,CHIP,CREDIT_INFINITE,DISCOVER,40.7866,-74.0277,US,DEV_2AB0581C,192.168.76.54,0,LEGITIMATE,2026-07-09T00:59:24.556502+00:00
TX_FD05EDC7EE69,CARD_100149,USR_50149,3046.87,USD,M_RLX_08,Rolex Boutique Geneva,LUXURY_JEWELRY,CONTACTLESS,CREDIT_INFINITE,AMEX,37.8293,-122.5084,US,DEV_97C6011A,192.168.218.77,0,LEGITIMATE,2026-07-09T01:01:44.556502+00:00
TX_EC9791351BBC,CARD_100126,USR_50126,28.47,USD,M_SHL_04,Shell Gas & Convenience,GAS_STATION,CNP,CREDIT_PLATINUM,VISA,47.58,-122.4799,US,DEV_5DF77D32,192.168.219.91,0,LEGITIMATE,2026-07-09T01:04:04.556502+00:00
TX_6BC8AD5FBBD3,CARD_100141,USR_50141,2791.52,USD,M_RLX_08,Rolex Boutique Geneva,LUXURY_JEWELRY,CONTACTLESS,DEBIT_STANDARD,AMEX,37.9138,-122.4468,US,DEV_F04427D8,192.168.232.229,0,LEGITIMATE,2026-07-09T01:06:24.556502+00:00
TX_AFE3EE7974B7,CARD_100323,USR_50323,14.97,USD,M_BLG_06,Bellagio Hotel & Casino,GAMBLING,CONTACTLESS,DEBIT_PREPAID,VISA,29.6762,-95.1626,US,DEV_CEAA1665,192.168.216.149,0,LEGITIMATE,2026-07-09T01:08:44.556502+00:00
TX_92AE5ED209DD,CARD_100055,USR_50055,94.5,USD,M_WMT_02,Walmart Supercenter,GROCERY,CONTACTLESS,DEBIT_STANDARD,MASTERCARD,25.5586,-80.331,US,DEV_8CC1B457,192.168.76.97,0,LEGITIMATE,2026-07-09T01:11:04.556502+00:00
TX_F828937C3D01,CARD_100242,USR_50242,6461.46,USD,M_RLX_08,Rolex Boutique Geneva,LUXURY_JEWELRY,CNP,CREDIT_PLATINUM,MASTERCARD,42.2727,-87.9685,US,DEV_179F9476,10.0.99.134,1,NOCTURNAL_LUXURY,2026-07-09T01:13:24.556502+00:00
TX_2A265F25DBC6,CARD_100116,USR_50116,428.69,USD,M_DLT_05,Delta Air Lines,TRAVEL_AIRLINE,CNP,DEBIT_PREPAID,MASTERCARD,33.4527,-112.0579,US,DEV_B3100AB3,192.168.173.45,0,LEGITIMATE,2026-07-09T01:15:44.556502+00:00
TX_4D4D02F258FE,CARD_100306,USR_50306,2670.7,USD,M_RLX_08,Rolex Boutique Geneva,LUXURY_JEWELRY,CONTACTLESS,DEBIT_PREPAID,AMEX,41.9909,-87.5492,US,DEV_82BF35E8,192.168.129.101,0,LEGITIMATE,2026-07-09T01:18:04.556502+00:00
TX_86028A6CDF52,CARD_100273,USR_50273,4263.43,USD,M_RLX_08,Rolex Boutique Geneva,LUXURY_JEWELRY,CONTACTLESS,CREDIT_INFINITE,VISA,33.8754,-118.2735,US,DEV_664F0FA3,192.168.188.98,0,LEGITIMATE,2026-07-09T01:20:24.556502+00:00
TX_94DDE926D22C,CARD_100007,USR_50007,12.98,USD,M_MCD_09,McDonald's Fast Food,RESTAURANT,CHIP,CREDIT_STANDARD,AMEX,25.7841,-80.1557,US,DEV_936CAD36,192.168.137.125,0,LEGITIMATE,2026-07-09T01:22:44.556502+00:00
TX_C876DB52EB62,CARD_100361,USR_50361,45.47,USD,M_SHL_04,Shell Gas & Convenience,GAS_STATION,CNP,CREDIT_PLATINUM,DISCOVER,34.0632,-118.1235,US,DEV_37B1D702,192.168.225.90,0,LEGITIMATE,2026-07-09T01:25:04.556502+00:00
TX_D40C6E5EE0D9,CARD_100179,USR_50179,538.37,USD,M_DLT_05,Delta Air Lines,TRAVEL_AIRLINE,CHIP,CREDIT_PLATINUM,DISCOVER,29.8226,-95.3945,US,DEV_56F3A159,192.168.4.175,0,LEGITIMATE,2026-07-09T01:27:24.556502+00:00
TX_1CEACBA830C5,CARD_100118,USR_50118,49.71,USD,M_WMT_02,Walmart Supercenter,GROCERY,CHIP,DEBIT_PREPAID,MASTERCARD,47.5616,-122.4707,US,DEV_37CCEE1C,192.168.100.167,0,LEGITIMATE,2026-07-09T01:29:44.556502+00:00
TX_6110DAD8D785,CARD_100466,USR_50466,3697.66,USD,M_RLX_08,Rolex Boutique Geneva,LUXURY_JEWELRY,CONTACTLESS,CREDIT_STANDARD,DISCOVER,42.0301,-87.5799,US,DEV_010BC3E2,192.168.92.32,0,LEGITIMATE,2026-07-09T01:32:04.556502+00:00
TX_78288389A7C0,CARD_100133,USR_50133,6897.88,USD,M_RLX_08,Rolex Boutique Geneva,LUXURY_JEWELRY,CNP,CREDIT_INFINITE,DISCOVER,37.489,-122.5996,US,DEV_324851C7,10.0.106.48,1,NOCTURNAL_LUXURY,2026-07-09T01:34:24.556502+00:00
TX_84E41AD08F42,CARD_100259,USR_50259,23.81,USD,M_STM_10,Steam Digital Gaming,DIGITAL_GOODS,CHIP,DEBIT_STANDARD,AMEX,29.749,-95.1881,US,DEV_60164A25,192.168.118.203,0,LEGITIMATE,2026-07-09T01:36:44.556502+00:00
TX_9A64ECC44301,CARD_100415,USR_50415,281.92,USD,M_BLG_06,Bellagio Hotel & Casino,GAMBLING,E_COMMERCE,CREDIT_PLATINUM,VISA,25.6925,-80.1403,US,DEV_E44ADA1C,192.168.230.72,0,LEGITIMATE,2026-07-09T01:39:04.556502+00:00
TX_FE28074A90F6,CARD_100276,USR_50276,350.01,USD,M_DLT_05,Delta Air Lines,TRAVEL_AIRLINE,CNP,DEBIT_PREPAID,AMEX,33.5078,-112.0801,US,DEV_7C24E972,192.168.13.201,0,LEGITIMATE,2026-07-09T01:41:24.556502+00:00
TX_D000F8ED8728,CARD_100274,USR_50274,694.36,USD,M_APPL_03,Apple Flagship Store,ELECTRONICS,E_COMMERCE,CREDIT_PLATINUM,DISCOVER,41.9069,-87.7384,US,DEV_4F6429E8,192.168.58.227,0,LEGITIMATE,2026-07-09T01:43:44.556502+00:00
TX_3E45E544978F,CARD_100321,USR_50321,60.6,USD,M_WMT_02,Walmart Supercenter,GROCERY,CONTACTLESS,CREDIT_PLATINUM,MASTERCARD,34.0769,-118.2902,US,DEV_91CA765D,192.168.54.250,0,LEGITIMATE,2026-07-09T01:46:04.556502+00:00
TX_C3D40D147688,CARD_100028,USR_50028,746.04,USD,M_APPL_03,Apple Flagship Store,ELECTRONICS,E_COMMERCE,CREDIT_PLATINUM,VISA,33.4078,-111.9726,US,DEV_38EA10B3,192.168.141.122,0,LEGITIMATE,2026-07-09T01:48:24.556502+00:00
TX_C26D7A4667A3,CARD_100091,USR_50091,239.54,USD,M_CRP_07,CryptoPay Gateway,CRYPTO_EXCHANGE,CHIP,DEBIT_PREPAID,VISA,29.7398,-95.2618,US,DEV_73BE00FF,192.168.165.235,0,LEGITIMATE,2026-07-09T01:50:44.556502+00:00
TX_FB72F80FDC49,CARD_100187,USR_50187,4293.98,USD,M_APPL_03,Apple Flagship Store,ELECTRONICS,E_COMMERCE,DEBIT_PREPAID,DISCOVER,33.7492,-93.77,US,DEV_CA88AD40,10.0.16.131,1,ACCOUNT_TAKEOVER,2026-07-09T01:53:04.556502+00:00
TX_344201625B3A,CARD_100057,USR_50057,31.23,USD,M_SHL_04,Shell Gas & Convenience,GAS_STATION,CHIP,CREDIT_STANDARD,VISA,34.0373,-118.1901,US,DEV_600081B2,192.168.140.173,0,LEGITIMATE,2026-07-09T01:55:24.556502+00:00
TX_85D02EF08FC8,CARD_100477,USR_50477,58.96,USD,M_SHL_04,Shell Gas & Convenience,GAS_STATION,CONTACTLESS,DEBIT_PREPAID,AMEX,37.7001,-122.3882,US,DEV_C75B7015,192.168.209.226,0,LEGITIMATE,2026-07-09T01:57:44.556502+00:00
TX_73A7CCDC852E,CARD_100419,USR_50419,31.85,USD,M_SHL_04,Shell Gas & Convenience,GAS_STATION,E_COMMERCE,DEBIT_STANDARD,DISCOVER,29.6181,-95.3874,US,DEV_FF26A121,192.168.253.194,0,LEGITIMATE,2026-07-09T02:00:04.556502+00:00
TX_5CC132EAD10C,CARD_100496,USR_50496,635.22,USD,M_BLG_06,Bellagio Hotel & Casino,GAMBLING,CHIP,CREDIT_PLATINUM,AMEX,40.664,-74.1262,US,DEV_790F1089,192.168.111.145,0,LEGITIMATE,2026-07-09T02:02:24.556502+00:00
